bsn,name,rah,ram,ras,decd,decm,decs,glon,glat,vmag,vmag rank,spectype,specnum
3544,,8,49,50,-72,33,3,287.05,-17.65,6.11,5676,Am,0
2171,Pi 1Col,6,6,41,-42,17,55,249.26,-25.76,6.12,5740,Am,0
7698,,20,24,54,-83,18,38,310.00,-29.60,6.17,6119,Am,0
8362,Pi  Ind,21,56,14,-57,53,58,335.36,-46.69,6.19,6267,Am,0
281,,0,58,22,-60,41,47,301.40,-56.41,6.23,6479,Am,0
7011,26    Sgr,18,41,52,-23,50,0,10.51,-8.64,6.23,6516,Am,0
4545,,11,51,9,33,22,30,183.62,75.58,6.27,6770,Am,0
5682,,15,18,9,-41,3,39,330.56,13.81,6.28,6837,Am,0
7849,,20,31,58,25,48,16,67.51,-8.15,6.34,7327,Am,0
5491,,15,28,19,-88,7,59,304.24,-25.68,6.48,8267,Am,0
1103,,3,39,0,20,54,57,167.43,-27.13,6.50,8361,"Am,A5-F0",0
4751,,12,28,45,25,53,57,225.26,84.78,6.65,8856,Am(A2/A9V/F0),0
4175,,10,38,50,-42,45,13,278.52,13.74,6.11,5681,Am+Am:,0
5752,,15,28,45,47,12,5,76.76,53.35,6.15,5971,AmA3-F0V:,0
6870,,18,22,53,-36,40,10,356.99,-10.58,5.34,2411,Ap,0
8151,The1Mic,21,20,46,-40,48,35,1.19,-44.95,4.82,1309,ApCrEuSr,0
7416,,19,33,22,-45,16,19,353.26,-25.97,5.61,3278,ApCrEuSr,0
1357,,4,16,21,-60,56,55,272.30,-42.01,6.37,7488,ApEuCrSr:,0
4487,,11,38,7,-61,49,35,294.39,-0.18,5.15,1938,ApHgMn,0
5049,,13,25,50,-70,37,39,305.80,-7.95,5.67,3479,ApHgMn:,0
6204,,16,46,40,-67,6,35,322.98,-13.93,5.13,1898,ApSi,0
8919,,23,29,1,-63,6,39,317.77,-51.58,5.68,3526,ApSi,0
6276,,16,59,34,-69,16,6,321.93,-16.18,5.79,4043,ApSi,0
4965,,13,10,58,-52,34,1,305.95,10.19,6.06,5396,ApSi,0
5269,,14,3,28,-41,25,24,317.16,19.45,6.11,5691,ApSi,0
5066,,13,28,46,-69,37,41,306.19,-6.99,6.20,6302,ApSi,0
5474,,14,41,51,-30,56,0,329.23,26.24,6.37,7530,ApSi,0
3867,,9,42,41,-35,30,6,265.10,13.16,6.41,7831,ApSi,0
6663,,17,53,58,-34,49,54,355.84,-4.54,6.42,7910,ApSi*,0
4327,,11,7,17,-42,38,19,283.28,16.22,5.15,1935,ApSrCrEu,0
183,Xi  Phe,0,41,46,-56,30,6,305.65,-60.57,5.70,3572,ApSrEuCr,0
5069,,13,29,8,-64,40,33,306.95,-2.10,6.11,5689,ApSrEuCr,0
3831,,9,36,25,-48,45,5,273.18,2.52,6.17,6086,ApSrEuCr,0
5463,Alp Cir,14,42,30,-64,58,31,314.34,-4.59,3.19,212,ApSrEuCr:,0
5953,7Del Sco,16,0,20,-22,37,18,350.10,22.49,2.32,80,B0.3IV,1
2004,53Kap Ori,5,47,45,-9,40,11,214.51,-18.50,2.06,57,B0.5Ia,1
6260,,16,54,2,-41,48,23,343.46,1.22,5.45,2712,B0.5Ia,1
6219,,16,47,20,-58,20,29,329.98,-8.47,5.58,3158,B0.5Ia,1
5027,,13,20,48,-55,48,2,307.08,6.83,6.02,5176,B0.5Ia,1
6283,,16,56,36,-40,49,25,344.53,1.46,6.15,5974,B0.5Ia,1
6839,,18,18,40,-42,17,18,351.47,-12.30,6.30,6989,B0.5Ia,1
7482,,19,40,28,20,28,36,56.64,-1.00,6.50,8396,B0.5Iae,1
3090,,7,53,18,-48,6,11,262.06,-10.42,4.24,655,B0.5Ib,1
6762,,18,7,11,-21,26,38,8.93,-0.44,6.28,6846,B0.5Ib,1
7551,,19,48,51,33,26,14,68.81,3.85,6.44,8038,B0.5Ib,1
8561,26    Cep,22,27,5,65,7,56,108.50,6.39,5.46,2751,B0.5Ibe:,1
2084,139    Tau,5,57,60,25,57,14,183.97,0.84,4.82,1289,B0.5II,1
9052,,23,55,34,57,24,44,115.44,-4.64,6.00,5079,B0.5II+B0.5II,1
4853,Bet Cru,12,47,43,-59,41,19,302.46,3.18,1.25,18,B0.5III,1
7446,39Kap Aql,19,36,54,-7,1,39,31.77,-13.29,4.95,1531,B0.5III,1
5151,,13,42,56,-56,46,5,309.98,5.40,6.00,5057,B0.5III,1
6727,,18,3,2,-22,43,6,7.34,-0.23,6.74,8965,B0.5III,1
7600,,19,53,1,47,48,27,81.77,10.32,6.29,6915,B0.5IIIn,1
3878,,9,45,22,-30,12,10,261.83,17.45,6.45,8082,B0.5IIIn,1
4730,Alp1Cru,12,26,36,-63,5,57,300.13,-0.36,1.33,20,B0.5IV,1
1756,6Lam Lep,5,19,35,-13,10,36,214.83,-26.24,4.29,704,B0.5IV,1
2387,4Xi 1CMa,6,31,51,-23,25,6,232.11,-14.53,4.33,734,B0.5IV,1
8797,1    Cas,23,6,37,59,25,11,109.95,-0.78,4.85,1363,B0.5IV,1
2678,,7,6,41,-11,17,39,224.71,-1.79,5.39,2536,B0.5IV,1
7318,2    Vul,19,17,44,23,1,32,56.36,4.85,5.43,2654,B0.5IV,1
1887,,5,35,3,-6,0,7,209.56,-19.71,4.78,1226,B0.5V,1
1123,40    Per,3,42,23,33,57,54,158.92,-16.70,4.97,1548,B0.5V,1
1880,39Lam Ori,5,35,9,9,56,6,195.05,-12.00,5.61,3262,B0.5V,1
2734,,7,13,36,-27,21,23,239.81,-7.65,6.12,5746,B0.5V,1
7993,,20,49,17,64,2,32,99.94,12.61,6.45,8120,B0.5V,1
1893,41The1Ori,5,35,16,-5,23,14,209.01,-19.38,6.73,8954,B0.5V,1
1220,45Eps Per,3,57,51,40,0,37,157.35,-10.09,2.89,151,B0.5V+A2V,1
2670,,7,5,50,-10,39,40,224.05,-1.69,6.49,8315,B0.5V+F5III,1
5661,,15,16,36,-60,54,14,319.68,-2.84,5.73,3733,B0.5Ve,1
1896,41The1Ori,5,35,17,-5,23,16,209.01,-19.38,6.70,8922,B0.5Vp,1
1903,46Eps Ori,5,36,13,-1,12,7,205.21,-17.24,1.70,29,B0Ia,1
6155,Mu  Nor,16,34,5,-44,2,43,339.38,2.51,4.94,1509,B0Ia,1
6822,15    Sgr,18,15,13,-20,43,42,10.46,-1.74,5.38,2522,B0Ia,1
5281,,14,6,25,-59,42,56,312.26,1.79,6.42,7904,B0Ia,1
4952,The Mus,13,8,7,-65,18,23,304.67,-2.49,5.51,2902,B0Ia+WC5:,1
6716,,18,1,54,-22,46,50,7.16,-0.03,5.77,3932,B0Ib,1
8209,69    Cyg,21,25,47,36,40,3,83.39,-9.96,5.94,4762,B0Ib,1
6848,,18,18,43,-18,37,10,12.70,-1.47,6.84,9016,B0Ib,1
8119,,21,11,48,59,59,11,98.52,7.99,5.64,3382,B0II,1
3055,,7,49,14,-46,22,24,260.18,-10.19,4.11,580,B0III,1
1949,50Zet Ori,5,40,46,-1,56,34,206.45,-16.59,4.21,632,B0III,1
1876,37Phi1Ori,5,34,49,9,29,22,195.40,-12.29,4.41,807,B0III,1
3527,,8,50,34,-46,31,45,266.25,-1.54,5.10,1817,B0III,1
1417,1    Cam,4,32,2,53,54,39,151.91,3.95,5.77,3897,B0III,1
2479,,6,43,39,3,55,56,208.54,0.06,5.90,4512,B0III,1
2739,,7,14,28,-10,19,0,224.73,0.35,6.03,5212,B0III,1
1260,,4,7,51,62,19,48,143.68,7.66,6.99,9045,B0III,1
3476,,8,43,40,-49,49,22,268.11,-4.49,5.16,1959,B0IIIn,1
6747,,18,4,37,1,55,9,29.27,11.29,6.14,5912,B0IIIn,1
8399,,22,0,39,62,29,17,104.58,5.87,6.66,8881,B0IV,1
2855,,7,26,59,-23,5,10,237.41,-3.00,5.61,3265,B0IV:pe,1
264,27Gam Cas,0,56,43,60,43,0,123.58,-2.15,2.47,91,B0IVe,1
6165,23Tau Sco,16,35,53,-28,12,58,351.54,12.81,2.82,137,B0V,1
1855,36Ups Ori,5,31,56,-7,18,5,210.44,-20.98,4.62,1019,B0V,1
1894,41The1Ori,5,35,16,-5,23,7,209.01,-19.38,7.96,9096,B0V,1
3034,Omi Pup,7,48,5,-25,56,14,242.25,-0.21,4.50,895,B0V:pe:,1
8854,,23,16,27,61,57,47,112.02,1.12,6.53,8529,B0Vn,1
4199,The Car,10,42,57,-64,23,40,289.60,-4.90,2.76,125,B0Vp,1
3525,,8,50,21,-42,5,24,262.80,1.25,6.00,5038,B1-2III,1
2603,,6,57,15,-22,12,12,233.48,-8.71,6.61,8782,B1-2III:,1
7678,,20,4,36,32,13,7,69.49,0.39,5.64,3380,B1.5Ia,1
4653,,12,14,17,-64,24,31,298.93,-1.83,6.22,6439,B1.5Ia,1
6131,,16,29,42,-46,14,36,337.25,1.58,5.35,2440,B1.5Iape,1
6580,Kap Sco,17,42,29,-39,1,48,351.04,-4.72,2.41,84,B1.5III,1
3468,Alp Pyx,8,43,36,-33,11,11,254.99,5.77,3.68,352,B1.5III,1
3457,,8,40,37,-59,45,40,275.82,-10.86,4.33,735,B1.5III,1
3004,,7,44,34,-24,40,26,240.75,-0.26,5.62,3292,B1.5III,1
5320,,14,16,39,-66,35,16,311.26,-5.10,5.75,3822,B1.5III,1
3293,,8,21,12,-57,58,23,272.87,-11.91,5.97,4895,B1.5III,1
5469,Alp Lup,14,41,56,-47,23,18,321.61,11.44,2.30,78,B1.5III/Vn,1
3237,,8,13,30,-35,53,59,253.58,-0.84,4.78,1228,B1.5IIIe,1
4930,,13,3,5,-71,28,34,303.87,-8.63,6.03,5222,B1.5IIIne,1
5695,Del Lup,15,21,22,-40,38,51,331.32,13.82,3.22,217,B1.5IV,1
3819,,9,34,9,-51,15,19,274.60,0.42,5.01,1639,B1.5IV,1
3240,,8,13,58,-36,19,21,253.98,-1.00,5.08,1773,B1.5IV,1
3037,,7,47,32,-46,36,31,260.25,-10.56,5.23,2118,B1.5IV,1
1333,,4,20,12,50,55,15,152.80,0.57,5.55,3026,B1.5IV,1
3088,,7,52,30,-54,22,2,267.62,-13.54,5.70,3589,B1.5IV,1
3058,,7,49,13,-46,51,28,260.61,-10.42,5.84,4234,B1.5IV,1
1933,,5,38,38,-6,34,26,210.53,-19.17,5.96,4835,B1.5IV,1
2538,13Kap CMa,6,49,51,-32,30,31,242.36,-14.49,3.96,496,B1.5IVne,1
4942,Xi 2Cen,13,6,55,-49,54,22,305.49,12.89,4.27,684,B1.5V,1
4590,,12,0,51,-19,39,32,286.92,41.63,5.26,2209,B1.5V,1
1215,,3,56,29,35,4,52,160.47,-13.97,5.49,2825,B1.5V,1
533,1    Per,1,51,59,55,8,51,131.57,-6.70,5.52,2923,B1.5V,1
1781,,5,23,42,0,9,35,202.68,-19.49,5.70,3582,B1.5V,1
4361,,11,13,31,-59,37,10,290.83,0.93,5.74,3769,B1.5V,1
3453,,8,41,5,-48,55,21,267.13,-4.27,5.90,4519,B1.5V,1
3239,,8,14,11,-32,8,27,250.52,1.35,6.06,5385,B1.5V,1
938,53    Ari,3,7,26,17,52,48,162.98,-34.21,6.11,5655,B1.5V,1
2373,,6,30,35,-13,8,53,222.42,-10.51,6.16,6016,B1.5V,1
1950,,5,40,37,-2,49,30,207.25,-17.03,6.22,6419,B1.5V,1
6601,,17,43,47,-7,4,46,18.67,11.58,6.30,6986,B1.5V,1
1890,,5,35,22,-4,29,36,208.18,-18.96,6.56,8616,B1.5V,1
2058,,5,54,35,-4,3,50,210.05,-14.50,6.57,8654,B1.5V,1
6247,Mu 1Sco,16,51,52,-38,2,51,346.12,3.91,3.08,189,B1.5V+B6.5V,1
2288,,6,20,36,-34,8,38,241.63,-20.78,5.53,2962,B1.5Ve,1
3462,,8,42,16,-48,5,57,266.60,-3.61,5.51,2900,B1.5Vn,1
1748,,5,19,35,-1,24,44,203.32,-21.00,6.34,7267,B1.5Vn,1
5440,Eta Cen,14,35,30,-42,9,28,322.77,16.67,2.31,79,B1.5Vne,1
3089,,7,53,4,-49,36,47,263.38,-11.19,4.63,1036,B1.5Vp,1
6431,68    Her,17,17,20,33,6,0,56.40,33.14,4.82,1305,B1.5Vp+B5III,1
130,15Kap Cas,0,33,0,62,55,54,120.84,0.14,4.16,612,B1Ia,1
6334,,17,4,49,-34,7,22,350.83,4.29,4.87,1388,B1Ia,1
4806,,12,38,53,-67,11,35,301.71,-4.35,6.25,6626,B1Ia,1
6261,,16,53,59,-41,59,41,343.31,1.10,6.32,7149,B1Ia,1
654,,2,16,52,57,3,19,134.38,-3.91,6.48,8240,B1Iab,1
6188,,16,41,40,-49,39,6,336.08,-2.20,5.65,3411,B1Iab-Ib,1
6142,,16,31,42,-41,49,1,340.72,4.35,5.33,2390,B1Iae,1
6262,Zet1Sco,16,53,60,-42,21,44,343.03,0.87,4.73,1163,B1Iape,1
1203,44Zet Per,3,54,8,31,53,1,162.29,-16.69,2.85,141,B1Ib,1
6462,Gam Ara,17,25,24,-56,22,39,334.64,-11.48,3.34,244,B1Ib,1
4133,47Rho Leo,10,32,49,9,18,24,234.89,52.77,3.85,438,B1Ib,1
2432,,6,37,53,4,57,26,206.98,-0.75,6.15,5951,B1Ib,1
2627,,7,0,39,-9,12,11,222.17,-2.15,6.49,8314,B1Ib,1
7716,,20,11,21,21,52,32,61.57,-6.45,6.26,6719,B1Ibe,1
8243,,21,30,59,60,27,34,100.55,6.62,5.53,2979,B1II,1
6389,,17,12,59,-32,26,19,353.20,3.91,6.01,5119,B1II,1
2699,,7,9,33,-16,14,5,229.42,-3.44,6.03,5211,B1II,1
6772,,18,9,22,-36,40,21,355.75,-8.17,6.58,8704,B1II,1
2294,2Bet CMa,6,22,42,-17,57,21,226.06,-14.27,1.98,46,B1II-III,1
5267,Bet Cen,14,3,49,-60,22,23,311.77,1.25,0.61,11,B1III,1
5132,Eps Cen,13,39,53,-53,27,59,310.19,8.72,2.30,77,B1III,1
6084,20Sig Sco,16,21,11,-25,35,34,351.31,17.00,2.89,154,B1III,1
1131,38Omi Per,3,44,19,32,17,18,160.36,-17.74,3.83,419,B1III,1
5375,,14,22,39,-48,19,13,318.20,11.83,6.09,5545,B1III,1
5056,67Alp Vir,13,25,12,-11,9,41,316.11,50.84,0.98,15,B1III-IV+B2V,1
7567,,19,50,37,40,35,59,75.22,7.13,5.69,3565,B1III+B3V,1
4830,,12,42,50,-63,3,31,301.96,-0.20,5.31,2338,B1IIIe,1
8238,8Bet Cep,21,28,40,70,33,39,107.54,14.03,3.23,219,B1IV,1
3206,Gam1Vel,8,9,29,-47,20,45,262.81,-7.70,4.27,682,B1IV,1
2571,15    CMa,6,53,33,-20,13,27,231.30,-8.62,4.83,1320,B1IV,1
1861,,5,32,41,-1,35,31,205.14,-18.20,5.35,2424,B1IV,1
3920,,9,53,0,-55,22,24,279.41,-0.87,6.48,8257,B1IV,1
1842,33    Ori,5,31,15,3,17,32,200.48,-16.17,5.46,2724,B1IV+B1.5V,1
3213,,8,9,43,-47,56,15,263.33,-7.98,5.23,2119,B1IVe,1
8047,59    Cyg,20,59,50,47,31,16,88.03,0.97,4.74,1180,B1ne,1
4731,Alp2Cru,12,26,37,-63,5,58,300.13,-0.36,1.73,30,B1V,1
5984,8Bet1Sco,16,5,26,-19,48,20,353.19,23.60,2.62,105,B1V,1
5993,9Ome1Sco,16,6,48,-20,40,9,352.75,22.77,3.96,499,B1V,1
1892,42    Ori,5,35,23,-4,50,18,208.50,-19.11,4.59,988,B1V,1
3294,,8,22,32,-48,29,25,264.98,-6.50,4.82,1292,B1V,1
9071,8Sig Cas,23,59,1,55,45,18,115.55,-6.36,4.88,1408,B1V,1
2648,19    Mon,7,2,55,-4,14,21,218.01,0.61,4.99,1587,B1V,1
1770,23    Ori,5,22,50,3,32,40,199.16,-17.86,5.00,1609,B1V,1
1868,,5,33,31,-1,9,22,204.84,-17.81,5.34,2402,B1V,1
6353,,17,5,32,0,53,31,19.30,22.93,5.64,3374,B1V,1
1886,,5,35,1,-6,0,33,209.57,-19.72,5.67,3468,B1V,1
1911,,5,36,36,-6,3,54,209.81,-19.39,5.72,3682,B1V,1
1191,,3,51,54,34,21,33,160.23,-15.14,5.77,3895,B1V,1
1763,,5,21,44,8,25,43,194.62,-15.61,5.80,4065,B1V,1
1074,,3,32,40,35,27,42,156.32,-16.75,5.90,4502,B1V,1
2222,,6,15,9,13,51,4,196.49,-1.55,5.91,4554,B1V,1
1918,,5,37,27,-5,56,18,209.79,-19.15,6.05,5307,B1V,1
1595,,4,57,45,-14,13,53,213.50,-31.51,6.15,5938,B1V,1
6788,,18,10,55,-33,47,59,358.45,-7.10,6.16,6044,B1V,1
2897,,7,33,22,-14,20,18,230.45,2.52,6.21,6355,B1V,1
8651,,22,42,56,37,48,10,96.64,-18.42,6.43,7987,B1V,1
7709,,20,11,10,-8,50,32,33.97,-21.71,6.49,8349,B1V,1
1788,28Eta Ori,5,24,29,-2,23,49,204.87,-20.39,3.36,248,B1V+B2e,1
5944,6Pi  Sco,15,58,51,-26,6,51,347.22,20.23,2.89,153,B1V+B2V,1
8539,52Pi  Aqr,22,25,17,1,22,39,66.01,-44.74,4.66,1085,B1Ve,1
8053,60    Cyg,21,1,11,46,9,21,87.15,-0.10,5.37,2492,B1Ve,1
1423,,4,29,7,-13,2,54,208.78,-37.40,5.60,3220,B1Vne,1
8105,,21,11,4,36,17,57,81.05,-8.08,6.54,8571,B1Vp,1
3129,,7,58,14,-49,14,42,263.48,-10.28,4.41,810,B1Vp+B3IV:,1
1789,25Psi1Ori,5,24,45,1,50,47,200.96,-18.29,4.95,1518,B1Vpe,1
2284,,6,21,25,-11,46,24,220.17,-11.94,5.64,3354,B1Vpe,1
2623,,6,59,39,-21,36,12,233.19,-7.94,6.26,6684,B2-3IV-V:,1
4198,,10,42,41,-59,12,57,287.11,-0.36,5.38,2515,B2.5Iae,1
2173,3    Gem,6,9,44,23,6,48,187.75,1.77,5.75,3802,B2.5Ib,1
5036,,13,22,16,-52,10,59,307.73,10.40,5.83,4202,B2.5Ib,1
3035,,7,47,25,-38,30,40,253.08,-6.63,5.08,1772,B2.5III,1
6804,,18,13,13,-41,20,10,351.89,-10.97,5.47,2780,B2.5III,1
2614,,6,58,8,-27,9,53,238.12,-10.67,6.37,7503,B2.5III,1
5231,Zet Cen,13,55,32,-47,17,18,314.07,14.19,2.55,95,B2.5IV,1
5948,Eta Lup,16,0,7,-38,23,49,338.77,11.01,3.41,265,B2.5IV,1
5354,Iot Lup,14,19,24,-46,3,28,318.48,14.14,3.55,305,B2.5IV,1
2106,Gam Col,5,57,32,-35,17,0,241.23,-25.64,4.36,765,B2.5IV,1
7298,20Eta Lyr,19,13,46,39,8,46,70.62,12.75,4.39,795,B2.5IV,1
4234,Del2Cha,10,45,47,-80,32,25,297.74,-18.96,4.45,851,B2.5IV,1
1810,114    Tau,5,27,38,21,56,13,183.75,-7.17,4.88,1398,B2.5IV,1
7844,45Ome1Cyg,20,30,4,48,57,6,86.07,5.74,4.95,1534,B2.5IV,1
3116,,7,57,18,-44,6,35,258.90,-7.83,5.09,1799,B2.5IV,1
3244,,8,13,36,-46,59,31,262.88,-6.92,5.13,1890,B2.5IV,1
1875,121    Tau,5,35,27,24,2,22,182.95,-4.52,5.38,2508,B2.5IV,1
7210,,19,0,14,50,32,1,80.64,19.29,5.38,2525,B2.5IV,1
3886,,9,46,30,-44,45,18,271.85,6.67,5.55,3036,B2.5IV,1
3952,,10,2,49,21,56,57,211.17,51.48,5.66,3444,B2.5IV,1
2704,,7,9,43,-25,13,52,237.50,-7.48,5.69,3541,B2.5IV,1
8439,35    Aqr,22,8,59,-18,31,11,37.15,-51.76,5.81,4143,B2.5IV,1
4472,,11,36,22,-61,3,8,293.97,0.51,5.83,4200,B2.5IV,1
6174,,16,38,26,-43,23,55,340.39,2.37,5.83,4210,B2.5IV,1
155,53    Psc,0,36,47,15,13,54,117.70,-47.49,5.89,4444,B2.5IV,1
8029,,20,56,17,56,53,15,94.82,7.47,6.23,6523,B2.5IV,1
1898,,5,35,31,-4,21,53,208.07,-18.86,6.38,7576,B2.5IV,1
1640,,5,3,52,-14,22,10,214.33,-30.21,6.41,7812,B2.5IV,1
4064,23    Sex,10,21,2,2,17,23,241.02,46.28,6.66,8872,B2.5IV,1
2825,,7,24,40,-16,12,4,231.09,-0.21,5.33,2376,B2.5IVe,1
7554,,19,50,18,7,54,9,46.83,-9.28,6.51,8445,B2.5IVe,1
7121,34Sig Sgr,18,55,16,-26,17,48,9.56,-12.43,2.02,52,B2.5V,1
2282,1Zet CMa,6,20,19,-30,3,48,237.52,-19.43,3.02,179,B2.5V,1
4844,Bet Mus,12,46,17,-68,6,29,302.45,-5.24,3.05,186,B2.5V,1
5812,40Tau Lib,15,38,39,-29,46,40,341.06,20.45,3.66,347,B2.5V,1
4679,Zet Cru,12,18,26,-64,0,11,299.33,-1.36,4.04,545,B2.5V,1
3084,,7,52,39,-38,51,47,253.90,-5.93,4.49,886,B2.5V,1
2961,,7,39,27,-38,18,30,252.14,-7.90,4.84,1342,B2.5V,1
7029,,18,44,19,-35,38,31,359.80,-14.08,4.87,1391,B2.5V,1
5902,45Lam Lib,15,53,20,-20,10,2,350.72,25.38,5.03,1684,B2.5V,1
2273,7    Mon,6,19,43,-7,49,23,216.36,-10.59,5.27,2221,B2.5V,1
3114,,7,56,58,-43,30,1,258.34,-7.57,5.35,2431,B2.5V,1
7131,11Del1Lyr,18,53,44,36,58,18,66.93,15.49,5.58,3162,B2.5V,1
2149,,6,4,20,-32,10,21,238.43,-23.36,5.65,3391,B2.5V,1
3194,,8,9,29,-16,14,56,236.53,9.08,5.68,3509,B2.5V,1
2964,,7,39,48,-38,15,39,252.13,-7.82,5.76,3863,B2.5V,1
4204,,10,43,51,-64,14,56,289.61,-4.73,5.77,3912,B2.5V,1
2380,,6,30,46,-27,46,10,236.17,-16.46,5.93,4666,B2.5V,1
2494,16    Mon,6,46,32,8,35,14,204.73,2.82,5.93,4667,B2.5V,1
2800,,7,20,55,-26,57,49,240.20,-6.03,6.01,5095,B2.5V,1
2325,,6,26,35,-4,35,50,214.21,-7.62,6.15,5948,B2.5V,1
1803,,5,25,47,0,31,15,202.31,-18.71,6.16,6011,B2.5V,1
3955,,10,1,41,-53,21,52,279.18,1.49,6.20,6293,B2.5V,1
1873,,5,34,4,-1,2,8,204.79,-17.64,6.22,6418,B2.5V,1
2611,,6,57,42,-27,32,15,238.42,-10.91,6.23,6493,B2.5V,1
1891,,5,35,23,-4,25,31,208.11,-18.92,6.24,6538,B2.5V,1
3375,,8,31,11,-47,52,0,265.30,-4.96,6.39,7672,B2.5V,1
3006,,7,42,10,-58,37,51,270.91,-16.72,6.43,7941,B2.5V,1
1258,,4,3,25,-20,8,39,214.57,-45.74,6.46,8138,B2.5V,1
3388,,8,33,20,-38,22,16,257.87,0.98,6.49,8320,B2.5V,1
1163,,3,47,53,33,36,0,160.08,-16.25,6.57,8650,B2.5V,1
2799,,7,20,53,-22,51,6,236.54,-4.13,6.61,8783,B2.5V,1
7708,28    Cyg,20,9,26,36,50,23,73.91,2.04,4.93,1484,B2.5Ve,1
7565,12    Vul,19,51,4,22,36,36,59.72,-2.07,4.95,1532,B2.5Ve,1
1622,11    Cam,5,6,9,58,58,21,150.99,10.80,5.08,1769,B2.5Ve,1
8375,,21,55,31,65,19,15,105.89,8.45,5.86,4333,B2.5Ve,1
7084,,18,46,43,52,59,17,82.45,22.03,5.88,4431,B2.5Ve,1
5500,,14,48,44,-66,35,38,314.22,-6.33,5.91,4583,B2.5Ve,1
1961,,5,43,20,23,12,15,184.62,-3.43,6.21,6348,B2.5Ve,1
3135,,8,0,44,-2,52,54,223.64,13.99,6.51,8419,B2.5Ve,1
985,,3,19,59,65,39,8,137.46,7.06,4.84,1340,B2.5Ven,1
5987,The Lup,16,6,36,-36,48,8,340.83,11.32,4.23,649,B2.5Vn,1
5904,2    Sco,15,53,37,-25,19,38,346.88,21.61,4.59,991,B2.5Vn,1
6875,,18,24,18,-44,6,37,350.22,-14.00,5.25,2191,B2.5Vn,1
2249,,6,16,8,-16,37,4,224.13,-15.15,5.92,4616,B2.5Vn,1
3593,,9,0,22,-43,10,24,264.82,1.96,6.07,5443,B2.5Vn,1
5034,,13,22,36,-60,58,20,306.70,1.67,6.18,6165,B2.5Vn,1
3186,,8,4,43,-62,50,10,276.11,-16.14,6.30,6952,B2.5Vn,1
5907,,15,53,56,-23,58,41,347.93,22.55,5.42,2623,B2.5Vne,1
8260,39Eps Cap,21,37,5,-19,27,58,31.94,-44.99,4.68,1103,B2.5Vpe,1
2135,62Chi2Ori,6,3,55,20,8,18,189.69,-0.86,4.63,1035,B2Ia,1
696,10    Per,2,25,16,56,36,36,135.62,-3.93,6.25,6589,B2Ia,1
6743,The Ara,18,6,38,-50,5,30,343.33,-13.82,3.66,348,B2Ib,1
8279,9    Cep,21,37,55,62,4,55,102.27,7.25,4.73,1166,B2Ib,1
1573,,4,56,20,36,10,8,168.14,-4.40,6.07,5433,B2Ib,1
2618,21Eps CMa,6,58,38,-28,58,20,239.83,-11.33,1.50,23,B2II,1
5873,,15,51,7,-55,3,21,326.79,-0.73,5.73,3734,B2II,1
7074,Lam Pav,18,52,13,-62,11,15,333.61,-23.87,4.22,639,B2II-IIIe,1
1790,24Gam Ori,5,25,8,6,20,59,196.93,-15.95,1.64,26,B2III,1
1463,48Nu  Eri,4,36,19,-3,21,9,199.31,-31.38,3.93,480,B2III,1
5425,Sig Lup,14,32,37,-50,27,25,318.93,9.25,4.42,823,B2III,1
8640,12    Lac,22,41,29,40,13,32,97.65,-16.18,5.25,2195,B2III,1
2928,,7,36,41,-19,42,8,235.53,0.61,5.74,3762,B2III,1
3479,,8,44,52,-37,8,50,258.28,3.53,5.76,3866,B2III,1
2501,,6,45,31,-30,56,56,240.50,-14.73,5.80,4071,B2III,1
7591,,19,52,7,47,55,55,81.81,10.51,5.91,4596,B2III,1
3924,,9,53,50,-51,8,49,276.87,2.51,5.93,4676,B2III,1
5488,,14,45,11,-55,36,7,318.57,3.78,6.10,5614,B2III,1
7940,,20,43,14,57,6,51,93.88,9.00,6.32,7165,B2III,1
6143,,16,31,23,-34,42,16,345.94,9.22,4.23,650,B2III-IV,1
5571,Bet Lup,14,58,32,-43,8,2,326.25,13.91,2.68,112,B2III/IV,1
3658,,9,11,33,-46,35,2,268.68,1.14,5.79,4025,B2III/IV,1
1552,3Pi 4Ori,4,51,12,5,36,18,192.89,-23.52,3.69,357,B2III+B2IV,1
2492,10    CMa,6,44,28,-31,4,14,240.53,-14.98,5.20,2048,B2IIIe,1
5223,,13,53,57,-47,7,41,313.84,14.42,6.10,5611,B2IIIe,1
8153,,21,17,19,58,36,42,98.00,6.53,6.42,7918,B2IIIe,1
8007,,20,54,22,28,31,19,72.75,-10.48,6.56,8641,B2IIIe,1
6451,Iot Ara,17,23,16,-47,28,6,342.01,-6.33,5.25,2189,B2IIIne,1
7790,Alp Pav,20,25,39,-56,44,6,340.91,-35.19,1.94,44,B2IV,1
6508,34Ups Sco,17,30,46,-37,17,45,351.27,-1.84,2.69,116,B2IV,1
5776,Gam Lup,15,35,9,-41,10,1,333.19,11.89,2.78,129,B2IV,1
4656,Del Cru,12,15,9,-58,44,56,298.23,3.79,2.80,133,B2IV,1
39,88Gam Peg,0,13,14,15,11,1,109.43,-46.68,2.83,138,B2IV,1
5576,Kap Cen,14,59,10,-42,6,15,326.87,14.75,3.13,200,B2IV,1
6453,42The Oph,17,22,1,-24,59,58,0.46,6.55,3.27,230,B2IV,1
5190,Nu  Cen,13,49,30,-41,41,16,314.41,19.89,3.41,263,B2IV,1
